User ID,Age,Gender,Fitness Level,Goals,Available Equipment,Workout Plan
1032,24,Male,Beginner,Endurance,Dumbbells,Walking
1033,50,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
1034,40,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
1035,24,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
1036,19,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1037,30,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1038,33,Male,Advanced,Weight Loss,Treadmill,HIIT
1039,45,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1040,18,Male,Beginner,Endurance,Resistance Bands,Walking
1041,31,Male,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
1042,37,Male,Advanced,Endurance,Treadmill,Running
1043,47,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
1044,44,Other,Beginner,Endurance,Resistance Bands,Walking
1045,30,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1046,60,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1047,47,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1048,20,Other,Advanced,Weight Loss,Resistance Bands,HIIT
1049,41,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1050,32,Male,Intermediate,Flexibility,None,Intermediate Yoga
1051,44,Female,Intermediate,Endurance,None,Jogging
1052,46,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1053,28,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
1054,61,Female,Advanced,Weight Loss,Resistance Bands,HIIT
1055,60,Male,Intermediate,Endurance,Resistance Bands,Jogging
1056,20,Female,Beginner,Flexibility,Treadmill,Basic Yoga
1057,48,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1058,64,Female,Advanced,Endurance,Treadmill,Running
1059,51,Male,Advanced,Endurance,Dumbbells,Running
1060,22,Male,Intermediate,Endurance,Treadmill,Jogging
1061,55,Other,Beginner,Flexibility,None,Basic Yoga
1062,63,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
1063,51,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1064,53,Female,Beginner,Weight Loss,Dumbbells,Light Cardio
1065,59,Other,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1066,19,Male,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
1067,50,Male,Advanced,Weight Loss,Treadmill,HIIT
1068,51,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1069,40,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1070,30,Female,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1071,32,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
1072,28,Other,Intermediate,Flexibility,Treadmill,Intermediate Yoga
1073,58,Other,Advanced,Muscle Gain,None,Advanced Strength Training
1074,33,Female,Intermediate,Weight Loss,None,Moderate Cardio
1075,57,Male,Advanced,Endurance,None,Running
1076,50,Female,Intermediate,Flexibility,None,Intermediate Yoga
1077,21,Male,Advanced,Weight Loss,Dumbbells,HIIT
1078,39,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
1079,31,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
1080,60,Female,Advanced,Weight Loss,None,HIIT
1081,24,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1082,27,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
1083,59,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1084,29,Male,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
1085,28,Female,Beginner,Flexibility,None,Basic Yoga
1086,54,Female,Intermediate,Flexibility,None,Intermediate Yoga
1087,52,Other,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1088,62,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1089,56,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
1090,49,Male,Beginner,Flexibility,None,Basic Yoga
1091,44,Female,Intermediate,Flexibility,Treadmill,Intermediate Yoga
1092,24,Male,Beginner,Endurance,Treadmill,Walking
1093,52,Female,Advanced,Weight Loss,Resistance Bands,HIIT
1094,43,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1095,57,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1096,58,Male,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
1097,45,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1098,59,Other,Intermediate,Endurance,None,Jogging
1099,20,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1100,21,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
1101,62,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1102,18,Female,Advanced,Endurance,Resistance Bands,Running
1103,34,Other,Advanced,Endurance,None,Running
1104,55,Other,Intermediate,Endurance,None,Jogging
1105,48,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
1106,63,Male,Advanced,Endurance,None,Running
1107,63,Male,Beginner,Endurance,Resistance Bands,Walking
1108,60,Female,Advanced,Flexibility,None,Advanced Yoga
1109,20,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1110,45,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1111,45,Female,Advanced,Weight Loss,Resistance Bands,HIIT
1112,54,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1113,40,Other,Advanced,Weight Loss,Treadmill,HIIT
1114,20,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1115,46,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
1116,49,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
1117,59,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
1118,43,Female,Advanced,Endurance,Resistance Bands,Running
1119,48,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
1120,54,Female,Advanced,Endurance,Resistance Bands,Running
1121,46,Male,Advanced,Endurance,Treadmill,Running
1122,44,Female,Advanced,Weight Loss,Resistance Bands,HIIT
1123,38,Other,Intermediate,Weight Loss,None,Moderate Cardio
1124,37,Other,Intermediate,Endurance,Dumbbells,Jogging
1125,26,Other,Advanced,Endurance,Dumbbells,Running
1126,49,Other,Advanced,Flexibility,None,Advanced Yoga
1127,34,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
1128,53,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
1129,53,Other,Advanced,Weight Loss,None,HIIT
1130,64,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
1131,26,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1132,23,Male,Beginner,Endurance,None,Walking
1133,58,Female,Beginner,Muscle Gain,None,Bodyweight Training
1134,43,Other,Advanced,Weight Loss,None,HIIT
1135,59,Female,Advanced,Endurance,Dumbbells,Running
1136,59,Male,Advanced,Flexibility,Treadmill,Advanced Yoga
1137,18,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
1138,19,Other,Advanced,Weight Loss,None,HIIT
1139,54,Male,Beginner,Endurance,Treadmill,Walking
1140,22,Female,Advanced,Weight Loss,Treadmill,HIIT
1141,27,Other,Beginner,Endurance,Treadmill,Walking
1142,53,Male,Advanced,Endurance,Treadmill,Running
1143,34,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
1144,44,Male,Beginner,Weight Loss,Treadmill,Light Cardio
1145,48,Other,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1146,42,Other,Intermediate,Weight Loss,None,Moderate Cardio
1147,64,Male,Advanced,Endurance,Dumbbells,Running
1148,30,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1149,28,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1150,59,Female,Intermediate,Flexibility,None,Intermediate Yoga
1151,26,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
1152,30,Other,Advanced,Endurance,Resistance Bands,Running
1153,20,Female,Advanced,Weight Loss,Treadmill,HIIT
1154,32,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
1155,25,Other,Advanced,Endurance,Resistance Bands,Running
1156,63,Other,Advanced,Flexibility,None,Advanced Yoga
1157,31,Male,Intermediate,Endurance,None,Jogging
1158,58,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1159,63,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
1160,56,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
1161,34,Other,Beginner,Flexibility,None,Basic Yoga
1162,45,Other,Advanced,Endurance,Treadmill,Running
1163,24,Female,Beginner,Weight Loss,None,Light Cardio
1164,22,Male,Beginner,Flexibility,Treadmill,Basic Yoga
1165,61,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1166,27,Female,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
1167,23,Other,Intermediate,Endurance,Treadmill,Jogging
1168,34,Other,Beginner,Endurance,None,Walking
1169,34,Male,Advanced,Weight Loss,None,HIIT
1170,39,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
1171,22,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1172,38,Other,Advanced,Weight Loss,Resistance Bands,HIIT
1173,32,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
1174,53,Female,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1175,51,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
1176,44,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
1177,47,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
1178,27,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
1179,60,Other,Beginner,Endurance,None,Walking
1180,29,Male,Advanced,Endurance,Treadmill,Running
1181,45,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
1182,30,Other,Advanced,Endurance,Resistance Bands,Running
1183,40,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1184,64,Female,Advanced,Flexibility,None,Advanced Yoga
1185,24,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1186,26,Other,Beginner,Weight Loss,Treadmill,Light Cardio
1187,49,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
1188,33,Other,Advanced,Weight Loss,Treadmill,HIIT
1189,47,Female,Advanced,Endurance,Dumbbells,Running
1190,56,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1191,58,Male,Beginner,Weight Loss,None,Light Cardio
1192,39,Male,Intermediate,Endurance,None,Jogging
1193,23,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1194,27,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1195,28,Other,Intermediate,Endurance,None,Jogging
1196,43,Female,Intermediate,Flexibility,None,Intermediate Yoga
1197,43,Male,Intermediate,Weight Loss,None,Moderate Cardio
1198,55,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
1199,59,Other,Advanced,Endurance,Resistance Bands,Running
1200,32,Female,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
1201,29,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
1202,60,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
1203,41,Male,Beginner,Flexibility,None,Basic Yoga
1204,27,Male,Intermediate,Endurance,Treadmill,Jogging
1205,34,Male,Advanced,Weight Loss,Resistance Bands,HIIT
1206,44,Female,Intermediate,Endurance,Treadmill,Jogging
1207,31,Female,Beginner,Endurance,Treadmill,Walking
1208,27,Female,Advanced,Flexibility,None,Advanced Yoga
1209,22,Other,Advanced,Weight Loss,Resistance Bands,HIIT
1210,24,Male,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1211,52,Male,Beginner,Flexibility,Resistance Bands,Basic Yoga
1212,39,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
1213,43,Male,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1214,46,Female,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1215,31,Male,Advanced,Weight Loss,Treadmill,HIIT
1216,36,Female,Beginner,Flexibility,None,Basic Yoga
1217,40,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
1218,63,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1219,27,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
1220,25,Female,Intermediate,Endurance,Treadmill,Jogging
1221,24,Male,Beginner,Endurance,Resistance Bands,Walking
1222,59,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1223,61,Female,Intermediate,Muscle Gain,Dumbbells,Strength Training
1224,58,Other,Intermediate,Endurance,Dumbbells,Jogging
1225,49,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1226,27,Female,Advanced,Endurance,Resistance Bands,Running
1227,53,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1228,61,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
1229,30,Other,Intermediate,Muscle Gain,Treadmill,Strength Training
1230,59,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1231,45,Other,Advanced,Muscle Gain,None,Advanced Strength Training
1232,56,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
1233,51,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
1234,37,Male,Intermediate,Endurance,None,Jogging
1235,44,Other,Beginner,Endurance,Resistance Bands,Walking
1236,20,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1237,44,Male,Beginner,Muscle Gain,None,Bodyweight Training
1238,47,Male,Beginner,Weight Loss,None,Light Cardio
1239,51,Female,Advanced,Endurance,Resistance Bands,Running
1240,31,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
1241,50,Female,Intermediate,Weight Loss,Treadmill,Moderate Cardio
1242,62,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
1243,60,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1244,21,Other,Intermediate,Flexibility,None,Intermediate Yoga
1245,63,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
1246,52,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
1247,55,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1248,46,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1249,42,Female,Beginner,Flexibility,Dumbbells,Basic Yoga
1250,51,Female,Beginner,Flexibility,None,Basic Yoga
1251,57,Other,Beginner,Weight Loss,Treadmill,Light Cardio
1252,36,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
1253,22,Female,Advanced,Endurance,Resistance Bands,Running
1254,26,Male,Advanced,Flexibility,Dumbbells,Advanced Yoga
1255,38,Other,Advanced,Flexibility,Dumbbells,Advanced Yoga
1256,23,Female,Beginner,Muscle Gain,None,Bodyweight Training
1257,21,Female,Advanced,Weight Loss,Dumbbells,HIIT
1258,22,Male,Beginner,Weight Loss,None,Light Cardio
1259,31,Other,Beginner,Weight Loss,None,Light Cardio
1260,45,Female,Beginner,Muscle Gain,None,Bodyweight Training
1261,64,Male,Intermediate,Weight Loss,None,Moderate Cardio
1262,29,Male,Beginner,Muscle Gain,None,Bodyweight Training
1263,37,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1264,29,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
1265,26,Male,Beginner,Muscle Gain,None,Bodyweight Training
1266,62,Female,Advanced,Flexibility,None,Advanced Yoga
1267,22,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
1268,41,Other,Intermediate,Endurance,Resistance Bands,Jogging
1269,22,Female,Intermediate,Endurance,None,Jogging
1270,19,Male,Advanced,Endurance,Treadmill,Running
1271,58,Other,Intermediate,Weight Loss,Treadmill,Moderate Cardio
1272,39,Male,Intermediate,Endurance,Dumbbells,Jogging
1273,32,Male,Advanced,Endurance,Treadmill,Running
1274,55,Other,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
1275,60,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
1276,56,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
1277,53,Male,Advanced,Weight Loss,None,HIIT
1278,26,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
1279,37,Male,Intermediate,Weight Loss,Dumbbells,Moderate Cardio
1280,51,Other,Advanced,Muscle Gain,None,Advanced Strength Training
1281,18,Male,Beginner,Flexibility,Treadmill,Basic Yoga
1282,42,Female,Advanced,Endurance,Dumbbells,Running
1283,53,Other,Beginner,Endurance,Resistance Bands,Walking
1284,20,Other,Beginner,Muscle Gain,Treadmill,Bodyweight Training
1285,40,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1286,36,Other,Beginner,Endurance,Treadmill,Walking
1287,25,Female,Advanced,Weight Loss,Resistance Bands,HIIT
1288,28,Female,Advanced,Flexibility,None,Advanced Yoga
1289,27,Female,Beginner,Flexibility,Resistance Bands,Basic Yoga
1290,55,Male,Intermediate,Weight Loss,None,Moderate Cardio
1291,44,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
1292,50,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
1293,56,Other,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1294,57,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
1295,60,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
1296,40,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1297,61,Male,Beginner,Muscle Gain,Treadmill,Bodyweight Training
1298,21,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
1299,42,Other,Advanced,Endurance,Dumbbells,Running
1300,43,Other,Beginner,Muscle Gain,Resistance Bands,Bodyweight Training
1301,59,Other,Advanced,Weight Loss,Dumbbells,HIIT
1302,22,Other,Intermediate,Endurance,Resistance Bands,Jogging
1303,35,Male,Advanced,Weight Loss,Dumbbells,HIIT
1304,33,Other,Beginner,Flexibility,Resistance Bands,Basic Yoga
1305,57,Other,Advanced,Weight Loss,Treadmill,HIIT
1306,39,Other,Advanced,Weight Loss,None,HIIT
1307,47,Other,Advanced,Weight Loss,None,HIIT
1308,22,Other,Advanced,Endurance,Resistance Bands,Running
1309,40,Other,Advanced,Endurance,Resistance Bands,Running
1310,40,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
1311,60,Female,Beginner,Flexibility,None,Basic Yoga
1312,60,Male,Advanced,Endurance,Resistance Bands,Running
1313,51,Male,Intermediate,Weight Loss,None,Moderate Cardio
1314,41,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
1315,18,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1316,51,Female,Advanced,Weight Loss,None,HIIT
1317,46,Male,Advanced,Weight Loss,Treadmill,HIIT
1318,21,Female,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1319,64,Male,Advanced,Weight Loss,Dumbbells,HIIT
1320,33,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1321,47,Female,Beginner,Flexibility,None,Basic Yoga
1322,49,Male,Advanced,Flexibility,None,Advanced Yoga
1323,36,Other,Advanced,Flexibility,None,Advanced Yoga
1324,23,Male,Intermediate,Endurance,Dumbbells,Jogging
1325,61,Male,Beginner,Flexibility,Dumbbells,Basic Yoga
1326,43,Female,Advanced,Flexibility,Resistance Bands,Advanced Yoga
1327,25,Female,Beginner,Endurance,Dumbbells,Walking
1328,52,Female,Advanced,Flexibility,Dumbbells,Advanced Yoga
1329,59,Other,Beginner,Endurance,None,Walking
1330,64,Female,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1331,53,Female,Advanced,Endurance,Resistance Bands,Running
1332,47,Female,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1333,32,Other,Advanced,Weight Loss,Treadmill,HIIT
1334,48,Male,Intermediate,Weight Loss,None,Moderate Cardio
1335,19,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
1336,49,Other,Intermediate,Endurance,Treadmill,Jogging
1337,18,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1338,61,Female,Beginner,Endurance,None,Walking
1339,39,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1340,21,Male,Beginner,Flexibility,Treadmill,Basic Yoga
1341,54,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1342,22,Male,Intermediate,Endurance,Treadmill,Jogging
1343,35,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1344,53,Other,Advanced,Flexibility,None,Advanced Yoga
1345,49,Female,Beginner,Flexibility,None,Basic Yoga
1346,34,Male,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
1347,34,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1348,23,Female,Advanced,Flexibility,Treadmill,Advanced Yoga
1349,30,Male,Beginner,Muscle Gain,None,Bodyweight Training
1350,18,Male,Beginner,Endurance,None,Walking
1351,31,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1352,45,Other,Advanced,Endurance,Treadmill,Running
1353,20,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
1354,19,Male,Beginner,Endurance,Resistance Bands,Walking
1355,28,Other,Advanced,Flexibility,None,Advanced Yoga
1356,29,Other,Beginner,Muscle Gain,None,Bodyweight Training
1357,36,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1358,29,Male,Advanced,Weight Loss,Dumbbells,HIIT
1359,32,Male,Advanced,Endurance,None,Running
1360,48,Other,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1361,22,Female,Beginner,Muscle Gain,None,Bodyweight Training
1362,29,Female,Advanced,Endurance,None,Running
1363,26,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
1364,39,Other,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1365,44,Other,Advanced,Endurance,Dumbbells,Running
1366,42,Other,Advanced,Endurance,Resistance Bands,Running
1367,43,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
1368,20,Other,Advanced,Weight Loss,Dumbbells,HIIT
1369,56,Other,Advanced,Muscle Gain,None,Advanced Strength Training
1370,46,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1371,57,Male,Intermediate,Endurance,Treadmill,Jogging
1372,53,Female,Intermediate,Endurance,Resistance Bands,Jogging
1373,24,Female,Beginner,Weight Loss,Treadmill,Light Cardio
1374,42,Male,Intermediate,Flexibility,Treadmill,Intermediate Yoga
1375,45,Male,Advanced,Endurance,Resistance Bands,Running
1376,21,Female,Advanced,Flexibility,None,Advanced Yoga
1377,31,Female,Advanced,Endurance,Resistance Bands,Running
1378,21,Other,Beginner,Endurance,Dumbbells,Walking
1379,23,Male,Beginner,Flexibility,Treadmill,Basic Yoga
1380,56,Other,Beginner,Weight Loss,Treadmill,Light Cardio
1381,40,Male,Intermediate,Endurance,Resistance Bands,Jogging
1382,20,Other,Beginner,Weight Loss,Resistance Bands,Light Cardio
1383,53,Female,Beginner,Endurance,Treadmill,Walking
1384,18,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1385,37,Male,Advanced,Endurance,None,Running
1386,49,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
1387,35,Other,Beginner,Endurance,Dumbbells,Walking
1388,38,Female,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
1389,59,Other,Beginner,Endurance,None,Walking
1390,34,Male,Advanced,Weight Loss,None,HIIT
1391,20,Male,Intermediate,Muscle Gain,Treadmill,Strength Training
1392,34,Female,Intermediate,Endurance,Resistance Bands,Jogging
1393,20,Other,Intermediate,Muscle Gain,None,Strength Training
1394,33,Female,Beginner,Muscle Gain,None,Bodyweight Training
1395,25,Female,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1396,49,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1397,28,Male,Intermediate,Flexibility,Dumbbells,Intermediate Yoga
1398,51,Other,Advanced,Endurance,Treadmill,Running
1399,47,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
1400,41,Male,Beginner,Endurance,Resistance Bands,Walking
1401,41,Male,Intermediate,Flexibility,None,Intermediate Yoga
1402,48,Other,Advanced,Weight Loss,Treadmill,HIIT
1403,64,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
1404,30,Other,Advanced,Flexibility,None,Advanced Yoga
1405,56,Female,Advanced,Muscle Gain,None,Advanced Strength Training
1406,59,Other,Advanced,Endurance,None,Running
1407,35,Male,Beginner,Flexibility,Treadmill,Basic Yoga
1408,58,Other,Intermediate,Flexibility,None,Intermediate Yoga
1409,48,Female,Advanced,Weight Loss,Treadmill,HIIT
1410,42,Other,Beginner,Muscle Gain,Dumbbells,Bodyweight Training
1411,64,Male,Advanced,Endurance,Treadmill,Running
1412,21,Male,Advanced,Muscle Gain,None,Advanced Strength Training
1413,58,Other,Beginner,Weight Loss,Dumbbells,Light Cardio
1414,52,Female,Advanced,Endurance,Dumbbells,Running
1415,18,Male,Beginner,Endurance,Treadmill,Walking
1416,43,Other,Advanced,Weight Loss,Resistance Bands,HIIT
1417,36,Other,Beginner,Flexibility,Dumbbells,Basic Yoga
1418,57,Other,Beginner,Muscle Gain,None,Bodyweight Training
1419,40,Female,Beginner,Muscle Gain,Treadmill,Bodyweight Training
1420,18,Other,Beginner,Endurance,None,Walking
1421,60,Other,Advanced,Endurance,Dumbbells,Running
1422,30,Male,Beginner,Endurance,Treadmill,Walking
1423,61,Male,Intermediate,Flexibility,Resistance Bands,Intermediate Yoga
1424,55,Other,Intermediate,Endurance,None,Jogging
1425,60,Other,Intermediate,Muscle Gain,Dumbbells,Strength Training
1426,62,Male,Intermediate,Muscle Gain,Dumbbells,Strength Training
1427,32,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
1428,53,Female,Intermediate,Weight Loss,None,Moderate Cardio
1429,57,Male,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1430,62,Male,Beginner,Endurance,None,Walking
1431,33,Male,Advanced,Endurance,Resistance Bands,Running
1432,57,Other,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1433,51,Male,Beginner,Weight Loss,Resistance Bands,Light Cardio
1434,37,Female,Advanced,Weight Loss,None,HIIT
1435,62,Male,Beginner,Weight Loss,Dumbbells,Light Cardio
1436,34,Other,Beginner,Endurance,None,Walking
1437,35,Other,Advanced,Muscle Gain,Treadmill,Advanced Strength Training
1438,34,Female,Beginner,Weight Loss,Resistance Bands,Light Cardio
1439,61,Female,Intermediate,Muscle Gain,Treadmill,Strength Training
1440,32,Female,Beginner,Weight Loss,None,Light Cardio
1441,53,Male,Advanced,Muscle Gain,Resistance Bands,Advanced Strength Training
1442,58,Other,Intermediate,Endurance,Resistance Bands,Jogging
1443,50,Male,Intermediate,Muscle Gain,Resistance Bands,Strength Training
1444,27,Male,Intermediate,Endurance,Resistance Bands,Jogging
1445,64,Other,Beginner,Endurance,None,Walking
1446,55,Other,Advanced,Muscle Gain,None,Advanced Strength Training
1447,54,Other,Beginner,Endurance,Dumbbells,Walking
1448,51,Female,Beginner,Weight Loss,Treadmill,Light Cardio
1449,27,Other,Advanced,Weight Loss,None,HIIT
1450,31,Male,Advanced,Weight Loss,Resistance Bands,HIIT
1451,26,Female,Advanced,Weight Loss,Resistance Bands,HIIT
1452,23,Male,Intermediate,Weight Loss,Treadmill,Moderate Cardio
1453,32,Female,Advanced,Weight Loss,None,HIIT
1454,22,Male,Advanced,Weight Loss,Treadmill,HIIT
1455,57,Other,Advanced,Muscle Gain,Dumbbells,Advanced Strength Training
1456,52,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1457,19,Other,Advanced,Muscle Gain,None,Advanced Strength Training
1458,61,Female,Intermediate,Weight Loss,Resistance Bands,Moderate Cardio
1459,32,Male,Advanced,Endurance,Treadmill,Running
